"No","種類","地域","市区町村コード","都道府県名","市区町村名","地区名","最寄駅：名称","最寄駅：距離（分）","取引価格（総額）","坪単価","間取り","面積（㎡）","取引価格（㎡単価）","土地の形状","間口","延床面積（㎡）","建築年","建物の構造","用途","今後の利用目的","前面道路：方位","前面道路：種類","前面道路：幅員（ｍ）","都市計画","建ぺい率（％）","容積率（％）","取引時点","改装","取引の事情等"
654,"宅地(土地と建物)","住宅地","01224","北海道","千歳市","桜木","長都","28",18000000,"","","260",,"長方形","14.0","110","昭和57年","木造","住宅","住宅","南西","市道",8.0,"第２種中高層住居専用地域",60,200,"2021年第２四半期","",""
655,"宅地(土地と建物)","住宅地","01224","北海道","千歳市","桜木","長都","28",15000000,"","","300",,"長方形","15.0","125","平成6年","木造","住宅","住宅","北東","市道",10.0,"第１種低層住居専用地域",40,60,"2020年第１四半期","",""
656,"宅地(土地と建物)","住宅地","01224","北海道","千歳市","桜木","長都","29",20000000,"","","710",,"長方形","35.0","200","平成6年","木造","共同住宅","その他","南西","市道",18.0,"第２種中高層住居専用地域",60,200,"2020年第１四半期","",""
657,"宅地(土地と建物)","住宅地","01224","北海道","千歳市","桜木","長都","28",29000000,"","","270",,"長方形","16.0","115","平成31年","木造","住宅","住宅","北東","市道",10.0,"第１種低層住居専用地域",40,60,"2019年第４四半期","",""
658,"宅地(土地)","住宅地","01224","北海道","千歳市","桜木","長都","23",7200000,"72000","","330",22000,"長方形","13.0","","","","","住宅","北東","市道",8.0,"第１種低層住居専用地域",40,60,"2019年第３四半期","",""
659,"宅地(土地と建物)","住宅地","01224","北海道","千歳市","桜木","長都","25",14000000,"","","230",,"ほぼ正方形","16.0","135","平成12年","木造","住宅","住宅","南西","市道",8.0,"第１種低層住居専用地域",40,60,"2019年第２四半期","",""
660,"宅地(土地)","住宅地","01224","北海道","千歳市","桜木","長都","28",6400000,"80000","","260",24000,"長方形","14.0","","","","","住宅","北西","市道",8.0,"第１種低層住居専用地域",40,60,"2019年第２四半期","",""
661,"宅地(土地と建物)","住宅地","01224","北海道","千歳市","桜木","長都","25",29000000,"","","260",,"長方形","15.0","130","平成31年","木造","住宅","住宅","北西","市道",8.0,"第１種低層住居専用地域",40,60,"2019年第１四半期","",""
662,"宅地(土地)","住宅地","01224","北海道","千歳市","桜木","長都","24",6300000,"63000","","330",19000,"長方形","20.0","","","","","住宅","北東","市道",8.0,"第１種低層住居専用地域",40,60,"2018年第３四半期","",""
663,"宅地(土地と建物)","住宅地","01224","北海道","千歳市","桜木","長都","23",25000000,"","","270",,"ほぼ長方形","12.0","100","平成29年","木造","住宅","住宅","南西","市道",18.0,"第１種低層住居専用地域",40,60,"2017年第３四半期","",""
664,"宅地(土地と建物)","住宅地","01224","北海道","千歳市","桜木","長都","20",21000000,"","","330",,"長方形","13.0","120","平成21年","木造","住宅","住宅","北東","市道",7.5,"第１種低層住居専用地域",40,60,"2017年第２四半期","",""
665,"宅地(土地と建物)","住宅地","01224","北海道","千歳市","桜木","長都","25",18000000,"","","650",,"ほぼ長方形","31.0","380","平成8年","木造","共同住宅","その他","南西","市道",8.0,"第１種低層住居専用地域",40,60,"2016年第３四半期","",""
666,"宅地(土地)","住宅地","01224","北海道","千歳市","桜木","千歳(北海道)","30分?60分",16000000,"97000","","530",29000,"長方形","35.0","","","","","住宅","南東","市道",8.0,"第１種低層住居専用地域",40,60,"2021年第３四半期","",""
667,"宅地(土地と建物)","住宅地","01224","北海道","千歳市","桜木","千歳(北海道)","21",11000000,"","","220",,"長方形","12.5","110","平成9年","木造","住宅","住宅","北東","市道",7.2,"第１種低層住居専用地域",40,60,"2018年第３四半期","",""
668,"宅地(土地と建物)","住宅地","01224","北海道","千歳市","里美","千歳(北海道)","1H30?2H",41000000,"","","330",,"長方形","16.0","125","令和3年","鉄骨造","住宅","住宅","北","市道",9.0,"第１種低層住居専用地域",40,60,"2021年第３四半期","",""
669,"宅地(土地)","住宅地","01224","北海道","千歳市","里美","千歳(北海道)","1H30?2H",7000000,"73000","","320",22000,"長方形","16.0","","","","","住宅","南","市道",9.0,"第１種低層住居専用地域",40,60,"2021年第３四半期","",""
670,"宅地(土地と建物)","住宅地","01224","北海道","千歳市","桂木","千歳(北海道)","30分?60分",11000000,"","","310",,"ほぼ長方形","15.0","140","昭和53年","木造","住宅","","西","市道",8.0,"第１種低層住居専用地域",40,60,"2010年第４四半期","",""
671,"宅地(土地)","住宅地","01224","北海道","千歳市","里美","千歳(北海道)","1H30?2H",4900000,"43000","","370",13000,"長方形","16.0","","","","","住宅","北","市道",9.0,"第１種低層住居専用地域",40,60,"2020年第４四半期","",""
672,"宅地(土地と建物)","住宅地","01224","北海道","千歳市","桂木","千歳(北海道)","30分?60分",8300000,"","","240",,"台形","18.0","110","平成2年","木造","住宅","","南","市道",8.0,"第１種住居地域",60,200,"2010年第２四半期","",""
673,"宅地(土地)","住宅地","01224","北海道","千歳市","里美","千歳(北海道)","1H30?2H",5800000,"58000","","330",18000,"長方形","16.0","","","","","","北","市道",9.0,"第１種低層住居専用地域",40,60,"2020年第４四半期","",""
674,"宅地(土地と建物)","住宅地","01224","北海道","千歳市","桂木","千歳(北海道)","30分?60分",12000000,"","","260",,"長方形","12.0","95","昭和62年","木造","住宅","","北","市道",8.0,"第１種住居地域",60,200,"2010年第２四半期","",""
675,"宅地(土地と建物)","住宅地","01224","北海道","千歳市","里美","千歳(北海道)","1H30?2H",13000000,"","","370",,"長方形","16.0","115","平成4年","木造","住宅","住宅","南","市道",9.0,"第１種低層住居専用地域",40,60,"2020年第３四半期","",""
676,"宅地(土地と建物)","住宅地","01224","北海道","千歳市","里美","千歳(北海道)","1H30?2H",37000000,"","","1000",,"ほぼ台形","36.0","150","平成11年","木造","住宅","住宅","南東","区道",8.0,"第１種低層住居専用地域",40,60,"2020年第２四半期","",""
677,"宅地(土地と建物)","住宅地","01224","北海道","千歳市","里美","千歳(北海道)","1H30?2H",28000000,"","","370",,"長方形","16.0","95","令和2年","木造","住宅","住宅","北","市道",9.0,"第１種低層住居専用地域",40,60,"2020年第２四半期","",""
678,"宅地(土地と建物)","住宅地","01224","北海道","千歳市","里美","千歳(北海道)","1H30?2H",6800000,"","","350",,"長方形","16.0","115","昭和63年","木造","住宅","住宅","東","市道",8.0,"第１種低層住居専用地域",40,60,"2019年第４四半期","",""
679,"宅地(土地と建物)","住宅地","01224","北海道","千歳市","里美","千歳(北海道)","1H30?2H",5900000,"","","270",,"台形","13.0","85","昭和60年","木造","住宅","事務所","南","市道",8.5,"第１種低層住居専用地域",40,60,"2018年第２四半期","",""
680,"宅地(土地と建物)","住宅地","01224","北海道","千歳市","里美","千歳(北海道)","1H30?2H",12000000,"","","350",,"ほぼ長方形","23.0","120","昭和57年","木造","住宅","住宅","南","市道",12.0,"第１種低層住居専用地域",40,60,"2018年第１四半期","",""
681,"宅地(土地と建物)","住宅地","01224","北海道","千歳市","里美","千歳(北海道)","1H30?2H",6300000,"","","360",,"台形","10.0","120","平成4年","木造","住宅","住宅","南","市道",8.0,"第１種低層住居専用地域",40,60,"2018年第１四半期","",""
682,"宅地(土地)","住宅地","01224","北海道","千歳市","里美","千歳(北海道)","1H30?2H",5200000,"46000","","380",14000,"ほぼ長方形","13.0","","","","","住宅","南","市道",9.0,"第１種低層住居専用地域",40,60,"2018年第１四半期","",""
683,"宅地(土地)","住宅地","01224","北海道","千歳市","里美","千歳(北海道)","1H30?2H",4000000,"36000","","370",11000,"長方形","15.0","","","","","住宅","南","市道",8.0,"第１種低層住居専用地域",40,60,"2017年第４四半期","",""
684,"宅地(土地)","住宅地","01224","北海道","千歳市","里美","千歳(北海道)","1H30?2H",5100000,"51000","","330",16000,"長方形","16.0","","","","","住宅","南","市道",20.0,"第１種低層住居専用地域",40,60,"2017年第３四半期","",""
685,"宅地(土地と建物)","住宅地","01224","北海道","千歳市","里美","千歳(北海道)","1H30?2H",11000000,"","","330",,"長方形","16.5","125","平成5年","木造","住宅","住宅","南","市道",20.0,"第１種低層住居専用地域",40,60,"2017年第３四半期","",""
686,"宅地(土地)","住宅地","01224","北海道","千歳市","里美","千歳(北海道)","1H30?2H",4200000,"37000","","370",11000,"長方形","16.0","","","","","住宅","南","市道",8.0,"第１種低層住居専用地域",40,60,"2017年第３四半期","",""
687,"宅地(土地と建物)","住宅地","01224","北海道","千歳市","里美","千歳(北海道)","1H30?2H",5300000,"","","270",,"ほぼ長方形","13.0","85","昭和60年","木造","住宅","住宅","西","市道",9.0,"第１種低層住居専用地域",40,60,"2017年第２四半期","",""
688,"宅地(土地と建物)","住宅地","01224","北海道","千歳市","里美","千歳(北海道)","1H30?2H",10000000,"","","330",,"長方形","16.0","220","平成3年","ＲＣ","住宅","住宅","南","市道",20.0,"第１種低層住居専用地域",40,60,"2016年第４四半期","",""
689,"宅地(土地と建物)","住宅地","01224","北海道","千歳市","里美","千歳(北海道)","1H30?2H",5500000,"","","340",,"長方形","15.0","180","平成2年","木造","住宅","その他","南","市道",8.0,"第１種低層住居専用地域",40,60,"2016年第１四半期","",""
690,"宅地(土地と建物)","住宅地","01224","北海道","千歳市","里美","千歳(北海道)","1H30?2H",17000000,"","","330",,"長方形","16.0","220","平成3年","木造","住宅","住宅","南","市道",20.0,"第１種低層住居専用地域",40,60,"2016年第１四半期","",""
691,"農地","","01224","北海道","千歳市","釜加","","",17000000,"","","5000㎡以上",,"","","","","","","","","",,"",,,"2010年第４四半期","",""
692,"農地","","01224","北海道","千歳市","釜加","","",180000,"","","175",,"","","","","","","","","",,"",,,"2010年第２四半期","",""
693,"宅地(土地)","商業地","01224","北海道","千歳市","信濃","千歳(北海道)","24",75000000,"310000","","790",95000,"長方形","36.2","","","","","店舗","北東","道道",22.0,"準住居地域",60,200,"2021年第３四半期","",""
694,"宅地(土地)","商業地","01224","北海道","千歳市","信濃","千歳(北海道)","24",75000000,"310000","","790",95000,"長方形","36.0","","","","","店舗","北東","道道",22.0,"準住居地域",60,200,"2021年第３四半期","",""
695,"農地","","01224","北海道","千歳市","釜加","","",6300000,"","","5000㎡以上",,"","","","","","","","","",,"",,,"2010年第２四半期","",""
696,"宅地(土地と建物)","住宅地","01224","北海道","千歳市","信濃","千歳(北海道)","30分?60分",25000000,"","","165",,"長方形","9.1","90","令和3年","木造","住宅","住宅","北東","市道",7.0,"第２種中高層住居専用地域",60,200,"2021年第２四半期","",""
697,"農地","","01224","北海道","千歳市","釜加","","",110000,"","","150",,"","","","","","","","","",,"",,,"2010年第２四半期","",""
698,"宅地(土地)","商業地","01224","北海道","千歳市","信濃","千歳(北海道)","30分?60分",73000000,"92000","","2000㎡以上",28000,"台形","50.0m以上","","","","","","南西","国道",20.0,"準工業地域",60,200,"2021年第１四半期","","関係者間取引"
699,"農地","","01224","北海道","千歳市","釜加","","",150000,"","","200",,"","","","","","","","","",,"",,,"2010年第２四半期","",""
700,"農地","","01224","北海道","千歳市","釜加","","",550000,"","","410",,"","","","","","","","","",,"",,,"2010年第２四半期","",""
701,"宅地(土地)","住宅地","01224","北海道","千歳市","信濃","千歳(北海道)","23",11000000,"160000","","240",47000,"長方形","10.0","","","","","その他","北西","市道",11.0,"第１種住居地域",60,200,"2021年第１四半期","",""
702,"農地","","01224","北海道","千歳市","釜加","","",4700000,"","","3600",,"","","","","","","","","",,"",,,"2010年第２四半期","",""
703,"宅地(土地)","住宅地","01224","北海道","千歳市","信濃","千歳(北海道)","30分?60分",10000000,"100000","","330",30000,"長方形","18.0","","","","","","北東","市道",7.0,"第２種中高層住居専用地域",60,200,"2020年第４四半期","",""
